Liczba sygnalów: 3
Program tworzacy: JazzRecorder 2.5
Plik zródlowy: C:/Documents and Settings/admin/Desktop/kalib2_wojtek.jazz
Data tworzenia: 9/04/2019
Czas tworzenia: 09:16:29.817
Informacje o danych: 
Numer sygnalu 1	eye movement - horizontal	1000	1000	signed int	2	NoCalib
Numer sygnalu 2	eye movement - vertical	1000	1000	signed int	2	NoCalib
Numer sygnalu 3	microphone	1000	8000	unsigned int	16	NoCalib
no	Eye_X	Eye_Y	Mic
12209	1307	2085	1688
12210	1307	2085	1982
12211	1307	2085	1753
12212	1308	2084	2542
12213	1307	2084	2162
12214	1306	2085	1816
12215	1306	2084	2122
12216	1306	2085	1509
12217	1306	2085	2066
12218	1307	2085	2436
12219	1307	2086	1814
12220	1307	2086	2509
12221	1308	2086	1855
12222	1308	2086	1936
12223	1308	2086	1806
12224	1308	2086	2523
12225	1308	2086	2003
12226	1308	2086	1887
12227	1307	2085	2231
12228	1307	2085	1208
12229	1307	2085	2446
12230	1308	2084	1727
12231	1309	2085	2627
12232	1308	2085	1853
12233	1309	2085	1874
12234	1309	2084	2089
12235	1310	2084	2405
12236	1310	2084	1041
12237	1310	2084	3274
12238	1309	2085	1248
12239	1308	2085	2960
12240	1309	2085	1320
12241	1308	2084	2444
12242	1308	2084	2237
12243	1307	2084	2489
12244	1308	2084	1679
12245	1308	2084	1987
12246	1309	2085	1813
12247	1310	2086	1769
12248	1309	2086	2403
12249	1310	2086	2320
12250	1309	2085	1944
12251	1309	2085	1800
12252	1309	2086	2226
12253	1309	2085	1855
12254	1308	2084	2106
12255	1308	2083	2335
12256	1308	2083	1906
12257	1308	2083	1737
12258	1308	2084	1165
12259	1308	2084	2352
12260	1309	2083	2497
12261	1308	2082	2715
12262	1308	2084	1970
12263	1309	2085	2356
12264	1309	2085	1214
12265	1310	2084	2572
12266	1311	2085	1645
12267	1311	2085	2856
12268	1310	2085	1101
12269	1311	2086	2354
12270	1310	2086	1155
12271	1309	2085	2391
12272	1310	2085	1668
12273	1309	2085	3042
12274	1308	2085	1703
12275	1309	2085	2176
12276	1309	2086	999
12277	1309	2086	2828
12278	1308	2086	1083
12279	1309	2087	3360
12280	1308	2087	1403
12281	1308	2088	2037
12282	1308	2087	1418
12283	1308	2087	2981
12284	1307	2086	1334
12285	1308	2086	3288
12286	1308	2085	1211
12287	1308	2085	1814
12288	1308	2084	1902
12289	1308	2084	2369
12290	1308	2084	1818
12291	1309	2085	2954
12292	1310	2085	1644
12293	1309	2086	1409
12294	1309	2087	2026
12295	1310	2087	2169
12296	1311	2087	1986
12297	1311	2087	3139
12298	1311	2087	1327
12299	1311	2088	1659
12300	1310	2087	2380
12301	1311	2087	2262
12302	1310	2087	2757
12303	1310	2087	1969
12304	1309	2087	2086
12305	1309	2087	1270
12306	1309	2087	2271
12307	1309	2086	1665
12308	1310	2087	3001
12309	1310	2087	1702
12310	1309	2086	1691
12311	1310	2086	1390
12312	1310	2086	2195
12313	1309	2086	1629
12314	1309	2087	2922
12315	1309	2087	2411
12316	1309	2087	1388
12317	1309	2087	1941
12318	1309	2087	2026
12319	1310	2088	1427
12320	1311	2089	2507
12321	1312	2088	2230
12322	1312	2089	1390
12323	1312	2089	2494
12324	1313	2088	1265
12325	1313	2088	2171
12326	1313	2088	2598
12327	1313	2087	2079
12328	1312	2087	1421
12329	1312	2087	2309
12330	1313	2086	1511
12331	1313	2086	2477
12332	1312	2086	2259
12333	1313	2087	2038
12334	1312	2087	1155
12335	1313	2087	1953
12336	1312	2087	1342
12337	1311	2087	2553
12338	1311	2087	2182
12339	1311	2087	2250
12340	1310	2089	1841
12341	1310	2088	2342
12342	1310	2088	1828
12343	1310	2088	3015
12344	1310	2088	1899
12345	1311	2088	1797
12346	1310	2089	1395
12347	1309	2088	1451
12348	1310	2088	2380
12349	1310	2088	3144
12350	1310	2088	1749
12351	1310	2087	2220
12352	1310	2088	1141
12353	1310	2088	1461
12354	1310	2087	1986
12355	1310	2087	2204
12356	1310	2087	1648
12357	1310	2087	2105
12358	1310	2087	1723
12359	1309	2087	2232
12360	1309	2087	2171
12361	1308	2087	2453
12362	1308	2087	2399
12363	1308	2088	1940
12364	1308	2087	1492
12365	1308	2088	1473
12366	1308	2087	2227
12367	1308	2087	2431
12368	1308	2087	2331
12369	1308	2086	1645
12370	1308	2086	1838
12371	1307	2086	1328
12372	1307	2086	2503
12373	1306	2085	1957
12374	1305	2085	2167
12375	1305	2085	1392
12376	1306	2084	2054
12377	1306	2085	1468
12378	1305	2085	3253
12379	1305	2085	2065
12380	1306	2085	2592
12381	1306	2084	1622
12382	1306	2085	1657
12383	1306	2084	1324
12384	1306	2084	2845
12385	1305	2084	2272
12386	1305	2083	2782
12387	1305	2083	1254
12388	1304	2083	2405
12389	1304	2084	1121
12390	1303	2085	2501
12391	1303	2085	1084
12392	1303	2086	2828
12393	1304	2086	1483
12394	1303	2085	2110
12395	1303	2085	1513
12396	1303	2084	3070
12397	1303	2084	1967
12398	1304	2085	2612
12399	1304	2084	1031
12400	1303	2084	2624
12401	1304	2084	1125
12402	1306	2084	3504
12403	1306	2085	1687
12404	1306	2086	2688
12405	1306	2085	1892
12406	1306	2084	2033
12407	1307	2084	1386
12408	1307	2084	2251
12409	1307	2085	1849
12410	1308	2085	2092
12411	1307	2085	1559
12412	1308	2085	1869
12413	1308	2085	1823
12414	1309	2086	2792
12415	1308	2086	1812
12416	1309	2087	2153
12417	1308	2088	1612
12418	1307	2088	1415
12419	1307	2089	2566
12420	1307	2089	2239
12421	1305	2091	2710
12422	1305	2091	1916
12423	1305	2092	2530
12424	1305	2091	2196
12425	1305	2090	2196
12426	1306	2089	1039
12427	1305	2089	2521
12428	1305	2089	1469
12429	1306	2088	2648
12430	1306	2087	925
12431	1306	2087	2533
12432	1307	2087	1913
12433	1307	2087	2039
12434	1307	2088	2179
12435	1308	2087	2081
12436	1308	2088	1095
12437	1309	2088	3415
12438	1308	2088	783
12439	1309	2089	3556
12440	1309	2088	1443
12441	1309	2088	2001
12442	1309	2089	1474
12443	1309	2090	3187
12444	1308	2091	891
12445	1308	2090	2998
12446	1307	2091	1265
12447	1308	2090	2004
12448	1307	2090	2657
12449	1307	2090	1613
12450	1308	2090	1620
12451	1309	2090	3086
12452	1309	2088	1204
12453	1309	2088	2607
12454	1309	2088	1932
12455	1308	2089	1572
12456	1308	2088	2829
12457	1308	2088	1248
12458	1307	2088	2417
12459	1307	2088	2099
12460	1306	2088	1253
12461	1306	2088	2895
12462	1306	2089	2048
12463	1306	2088	1121
12464	1306	2089	3548
12465	1306	2089	720
12466	1307	2089	2730
12467	1306	2088	1843
12468	1306	2089	1391
12469	1306	2089	1857
12470	1306	2089	2013
12471	1306	2090	1709
12472	1307	2090	2972
12473	1307	2090	1588
12474	1307	2090	1872
12475	1307	2090	3053
12476	1307	2090	1150
12477	1308	2090	2255
12478	1308	2089	1978
12479	1307	2089	1531
12480	1307	2089	2956
12481	1307	2088	1807
12482	1308	2088	1865
12483	1307	2088	2230
12484	1306	2088	2366
12485	1306	2088	1761
12486	1306	2088	2458
12487	1306	2088	1413
12488	1306	2088	2535
12489	1307	2089	1964
12490	1306	2089	1932
12491	1307	2089	2315
12492	1307	2088	2354
12493	1306	2089	1987
12494	1306	2089	2263
12495	1306	2088	1518
12496	1306	2088	2242
12497	1306	2087	1754
12498	1305	2087	1682
12499	1306	2086	2086
12500	1306	2087	2295
12501	1307	2087	1819
12502	1307	2087	2078
12503	1306	2087	2194
12504	1307	2087	1885
12505	1307	2087	2392
12506	1307	2086	1551
12507	1307	2087	1690
12508	1307	2088	2162
12509	1306	2088	1964
12510	1307	2088	2024
12511	1307	2089	2229
12512	1307	2089	1919
12513	1307	2090	2375
12514	1308	2091	2005
12515	1307	2091	1593
12516	1307	2091	2761
12517	1308	2091	1157
12518	1308	2091	2591
12519	1308	2091	2291
12520	1307	2090	1396
12521	1307	2090	2106
12522	1308	2090	2658
12523	1309	2091	1326
12524	1309	2091	2591
12525	1308	2091	1299
12526	1308	2091	2229
12527	1308	2090	1632
12528	1308	2090	2351
12529	1308	2091	1800
12530	1308	2091	2297
12531	1308	2090	1783
12532	1307	2090	2623
12533	1307	2090	1374
12534	1307	2089	2162
12535	1307	2090	2621
12536	1307	2090	1340
12537	1308	2090	2290
12538	1308	2090	2419
12539	1308	2089	1104
12540	1308	2089	2631
12541	1308	2089	1699
12542	1308	2090	1818
12543	1308	2089	2686
12544	1308	2089	1616
12545	1307	2089	2204
12546	1307	2088	1819
12547	1307	2089	2152
12548	1306	2089	2111
12549	1307	2089	2165
12550	1307	2089	2110
12551	1306	2090	2805
12552	1306	2090	1498
12553	1306	2089	2207
12554	1305	2090	2063
12555	1306	2090	1705
12556	1306	2090	2214
12557	1306	2089	2067
12558	1305	2090	1584
12559	1305	2089	2207
12560	1305	2088	2120
12561	1305	2089	1621
12562	1306	2089	2125
12563	1307	2089	1672
12564	1306	2090	2641
12565	1307	2089	1555
12566	1308	2089	2415
12567	1309	2090	1577
12568	1310	2090	2736
12569	1309	2090	1573
12570	1309	2091	2569
12571	1309	2091	1808
12572	1310	2092	2403
12573	1310	2092	1500
12574	1309	2091	2197
12575	1309	2091	1960
12576	1309	2091	2130
12577	1308	2091	1419
12578	1308	2090	2226
12579	1307	2090	1655
12580	1306	2089	1916
12581	1306	2089	2199
12582	1307	2089	2050
12583	1307	2090	1610
12584	1308	2089	2341
12585	1308	2089	1472
12586	1309	2090	1940
12587	1310	2090	2126
12588	1310	2091	2161
12589	1310	2091	2476
12590	1309	2090	2422
12591	1309	2092	1490
12592	1309	2092	1966
12593	1309	2092	1863
12594	1308	2092	2579
12595	1308	2091	2227
12596	1308	2091	2098
12597	1307	2091	1950
12598	1309	2092	1653
12599	1309	2090	2334
12600	1309	2090	2124
12601	1309	2090	2172
12602	1309	2091	1841
12603	1310	2091	1855
12604	1310	2091	1599
12605	1310	2092	2398
12606	1310	2092	1834
12607	1310	2093	2009
12608	1310	2093	1977
12609	1309	2092	1689
12610	1310	2092	2275
12611	1310	2092	1752
12612	1310	2092	1958
12613	1310	2091	1933
12614	1310	2092	1913
12615	1310	2092	1841
12616	1310	2092	2408
12617	1310	2093	2235
12618	1310	2093	2260
12619	1310	2092	2044
12620	1310	2093	1415
12621	1310	2093	1790
12622	1310	2092	2291
12623	1310	2092	1926
12624	1310	2093	2811
12625	1311	2093	1400
12626	1311	2093	2167
12627	1310	2093	1285
12628	1310	2093	2575
12629	1310	2092	1752
12630	1310	2093	2407
12631	1310	2092	1858
12632	1310	2091	1612
12633	1309	2091	1530
12634	1309	2090	2239
12635	1309	2090	2335
12636	1309	2090	1664
12637	1309	2090	2268
12638	1308	2090	2452
12639	1308	2091	1517
12640	1307	2091	1696
12641	1308	2092	2686
12642	1308	2092	1770
12643	1309	2092	2288
12644	1308	2093	2136
12645	1308	2094	1877
12646	1308	2094	1699
12647	1309	2093	2894
12648	1309	2093	2091
12649	1308	2093	2625
12650	1307	2093	1987
12651	1307	2094	1659
12652	1308	2092	2008
12653	1308	2093	2379
12654	1309	2092	2015
12655	1309	2092	2019
12656	1309	2092	1992
12657	1310	2092	1853
12658	1311	2091	1856
12659	1311	2090	2355
12660	1311	2090	2420
12661	1310	2089	1776
12662	1310	2089	1509
12663	1310	2089	1917
12664	1310	2090	1860
12665	1310	2090	2439
12666	1310	2090	2147
12667	1309	2092	1861
12668	1309	2092	1787
12669	1310	2092	1946
12670	1309	2093	2258
12671	1309	2093	2199
12672	1309	2093	1744
12673	1309	2092	2337
12674	1309	2093	1828
12675	1309	2092	2313
12676	1310	2091	2124
12677	1309	2091	1887
12678	1309	2091	2770
12679	1309	2091	1734
12680	1309	2091	2278
12681	1309	2091	1813
12682	1308	2091	1889
12683	1309	2092	2279
12684	1308	2092	2339
12685	1308	2092	1431
12686	1309	2092	1926
12687	1309	2092	1458
12688	1309	2093	2661
12689	1309	2093	1960
12690	1309	2093	2685
12691	1308	2093	1594
12692	1309	2093	2154
12693	1308	2093	2178
12694	1308	2093	2218
12695	1308	2094	2370
12696	1308	2094	2096
12697	1308	2093	2112
12698	1309	2093	1262
12699	1309	2093	2218
12700	1308	2093	2099
12701	1308	2094	2530
12702	1308	2094	1818
12703	1309	2094	2578
12704	1309	2094	1218
12705	1309	2096	2188
12706	1309	2095	1990
12707	1309	2096	2254
12708	1309	2095	2132
12709	1310	2094	1843
12710	1309	2095	2323
12711	1309	2095	1771
12712	1309	2094	2190
12713	1309	2093	1708
12714	1310	2093	2506
12715	1311	2093	1820
12716	1311	2093	1954
12717	1311	2093	1926
12718	1311	2092	2237
12719	1310	2091	2075
12720	1309	2091	1900
12721	1310	2091	2381
12722	1309	2091	1561
12723	1308	2092	1992
12724	1308	2092	2306
12725	1309	2092	1905
12726	1309	2092	2044
12727	1309	2093	2077
12728	1311	2093	1811
12729	1311	2093	2531
12730	1310	2093	1786
12731	1310	2093	2161
12732	1311	2092	1462
12733	1311	2092	2497
12734	1311	2093	1969
12735	1311	2093	2237
12736	1310	2093	1911
12737	1310	2092	2821
12738	1311	2092	963
12739	1311	2092	2668
12740	1311	2092	1088
12741	1311	2093	3052
12742	1310	2093	1416
12743	1311	2093	2922
12744	1311	2094	1317
12745	1310	2094	2119
12746	1311	2094	2059
12747	1311	2094	2357
12748	1311	2094	1713
12749	1311	2094	2639
12750	1311	2094	1387
12751	1310	2095	2113
12752	1310	2094	1424
12753	1310	2094	2893
12754	1310	2094	1043
12755	1310	2094	2725
12756	1309	2093	1594
12757	1310	2094	2470
12758	1310	2094	1143
12759	1311	2093	3249
12760	1311	2094	965
12761	1311	2094	2640
12762	1311	2095	1568
12763	1311	2094	2631
12764	1311	2094	1437
12765	1311	2093	2220
12766	1310	2094	1774
12767	1311	2094	2434
12768	1311	2094	1115
12769	1311	2094	3218
12770	1311	2094	911
12771	1310	2095	3677
12772	1310	2094	1219
12773	1310	2094	2828
12774	1310	2095	800
12775	1310	2094	3165
12776	1310	2093	1097
12777	1310	2093	2736
12778	1311	2091	2023
12779	1312	2092	2209
12780	1312	2092	1338
12781	1312	2093	2504
12782	1313	2092	1815
12783	1312	2092	2689
12784	1312	2092	1837
12785	1312	2092	1698
12786	1311	2093	2285
12787	1310	2092	2188
12788	1311	2092	1605
12789	1311	2092	2343
12790	1310	2091	1568
12791	1310	2092	2298
12792	1311	2093	1713
12793	1311	2094	2143
12794	1312	2094	1622
12795	1313	2094	2155
12796	1312	2094	1875
12797	1311	2094	2254
12798	1312	2094	1660
12799	1312	2094	2338
12800	1311	2092	2184
12801	1311	2092	2128
12802	1310	2093	2590
12803	1310	2094	1363
12804	1311	2094	2520
12805	1311	2094	1486
12806	1311	2094	3409
12807	1311	2094	512
12808	1311	2094	3073
12809	1311	2094	412
12810	1311	2093	2869
12811	1311	2093	1295
12812	1311	2094	3054
12813	1310	2093	1024
12814	1311	2094	2468
12815	1310	2094	1330
12816	1310	2094	2441
12817	1310	2094	2008
12818	1311	2094	2174
12819	1312	2095	1975
12820	1312	2095	2267
12821	1312	2095	1871
12822	1312	2095	2176
12823	1313	2096	1543
12824	1313	2095	2592
12825	1313	2096	2249
12826	1313	2096	1542
12827	1312	2095	1306
12828	1312	2094	2679
12829	1312	2093	1357
12830	1313	2092	2960
12831	1312	2092	1078
12832	1313	2092	3139
12833	1313	2093	1470
12834	1313	2092	3006
12835	1313	2092	1854
12836	1314	2093	1902
12837	1313	2093	2116
12838	1313	2093	2361
12839	1313	2093	1985
12840	1312	2092	1634
12841	1313	2092	1925
12842	1314	2093	1928
12843	1314	2093	2226
12844	1313	2093	1779
12845	1313	2094	2634
12846	1313	2094	1121
12847	1313	2094	2772
12848	1314	2093	1825
12849	1314	2093	2293
12850	1313	2093	1588
12851	1314	2092	2461
12852	1315	2093	2096
12853	1315	2093	2117
12854	1316	2094	1637
12855	1316	2094	2472
12856	1316	2094	1521
12857	1315	2095	2403
12858	1315	2094	1699
12859	1314	2095	2513
12860	1314	2094	1322
12861	1313	2095	2288
12862	1312	2095	1867
12863	1312	2095	2310
12864	1312	2095	1741
12865	1313	2095	2844
12866	1312	2096	1315
12867	1312	2095	2989
12868	1313	2094	1555
12869	1314	2094	2473
12870	1315	2094	1277
12871	1315	2093	2678
12872	1315	2094	2039
12873	1316	2094	1676
12874	1316	2094	2664
12875	1316	2095	1166
12876	1316	2095	2630
12877	1315	2095	1776
12878	1314	2095	1536
12879	1313	2096	3290
12880	1314	2096	811
12881	1313	2097	2702
12882	1313	2096	1366
12883	1313	2096	2543
12884	1313	2096	1553
12885	1313	2096	2176
12886	1314	2096	2064
12887	1315	2095	1630
12888	1315	2096	2244
12889	1315	2096	1932
12890	1316	2095	2529
12891	1315	2094	1874
12892	1315	2094	2151
12893	1315	2094	2221
12894	1315	2095	1560
12895	1314	2094	2665
12896	1313	2093	1205
12897	1313	2093	2846
12898	1312	2093	662
12899	1312	2094	3111
12900	1312	2094	887
12901	1312	2094	2873
12902	1312	2093	1266
12903	1312	2093	2342
12904	1312	2094	2237
12905	1313	2094	1250
12906	1313	2095	2858
12907	1312	2093	1367
12908	1312	2093	2464
12909	1312	2094	1313
12910	1312	2094	2164
12911	1312	2094	2244
12912	1311	2095	2004
12913	1311	2094	1992
12914	1310	2093	2112
12915	1310	2094	2024
12916	1310	2094	2015
12917	1310	2093	1570
12918	1309	2092	2519
12919	1309	2091	1715
12920	1308	2090	2173
12921	1308	2090	1815
12922	1308	2090	1355
12923	1308	2090	2434
12924	1308	2089	1988
12925	1309	2089	2396
12926	1309	2090	2024
12927	1309	2091	1804
12928	1310	2091	1745
12929	1309	2091	1475
12930	1310	2092	2278
12931	1310	2091	1762
12932	1310	2092	2527
12933	1310	2091	2431
12934	1309	2090	1681
12935	1310	2090	2404
12936	1310	2090	1593
12937	1311	2090	1796
12938	1311	2091	2206
12939	1311	2090	2274
12940	1311	2090	2089
12941	1310	2091	1908
12942	1312	2091	2788
12943	1311	2091	1305
12944	1312	2092	1648
12945	1312	2091	2112
12946	1311	2090	1562
12947	1311	2090	2640
12948	1312	2090	1349
12949	1313	2089	2959
12950	1311	2090	1281
12951	1311	2090	2299
12952	1311	2090	1596
12953	1311	2091	2276
12954	1312	2092	2298
12955	1312	2093	1590
12956	1312	2093	2648
12957	1312	2093	1672
12958	1313	2092	1228
12959	1313	2091	2456
12960	1313	2091	2418
12961	1312	2090	2334
12962	1311	2090	2050
12963	1312	2089	1918
12964	1312	2089	1898
12965	1313	2089	1390
12966	1313	2090	2651
12967	1314	2090	1901
12968	1315	2090	2599
12969	1315	2091	1644
12970	1315	2090	2530
12971	1315	2090	1917
12972	1315	2090	1804
12973	1314	2090	2128
12974	1314	2089	1966
12975	1313	2089	2351
12976	1312	2090	1020
12977	1312	2090	3276
12978	1312	2090	819
12979	1312	2091	2577
12980	1312	2091	1539
12981	1311	2092	2433
12982	1311	2092	1971
12983	1311	2092	1945
12984	1311	2092	2820
12985	1311	2092	720
12986	1311	2091	2944
12987	1310	2090	1002
12988	1310	2090	2559
12989	1311	2090	1899
12990	1312	2090	2116
12991	1312	2090	1927
12992	1312	2090	2158
12993	1313	2090	1898
12994	1313	2090	1642
12995	1313	2090	2907
12996	1313	2091	1607
12997	1313	2091	2180
12998	1312	2091	2080
12999	1311	2091	1556
13000	1312	2090	2244
13001	1311	2090	1693
13002	1311	2091	2234
13003	1312	2090	1293
13004	1313	2091	2576
13005	1312	2091	1420
13006	1313	2091	2216
13007	1313	2090	1657
13008	1312	2091	1810
13009	1313	2091	1761
13010	1313	2091	2262
13011	1313	2092	1806
13012	1312	2091	2095
13013	1312	2091	2152
13014	1312	2092	1985
13015	1313	2091	1784
13016	1313	2091	1891
13017	1313	2091	2267
13018	1314	2091	2362
13019	1314	2090	2533
13020	1313	2091	1501
13021	1313	2091	2149
13022	1313	2091	1809
13023	1312	2092	2407
13024	1312	2092	1803
13025	1312	2092	2546
13026	1313	2091	1432
13027	1312	2091	2036
13028	1313	2091	2240
13029	1313	2091	1433
13030	1312	2091	2548
13031	1313	2090	1625
13032	1313	2091	2631
13033	1313	2092	1812
13034	1312	2092	2131
13035	1312	2093	1687
13036	1311	2094	2078
13037	1311	2094	2192
13038	1312	2093	1612
13039	1311	2094	2549
13040	1311	2093	2034
13041	1311	2092	2175
13042	1311	2092	1315
13043	1311	2092	2731
13044	1311	2091	1663
13045	1311	2091	1888
13046	1311	2091	2484
13047	1313	2091	2080
13048	1312	2091	1752
13049	1314	2092	1798
13050	1313	2091	2227
13051	1313	2092	2172
13052	1313	2092	2257
13053	1314	2092	1851
13054	1314	2092	2022
13055	1313	2092	1999
13056	1314	2093	2130
13057	1313	2092	1923
13058	1314	2093	2317
13059	1314	2092	1778
13060	1314	2092	2013
13061	1312	2092	2102
13062	1312	2092	2044
13063	1312	2091	2116
13064	1311	2092	2258
13065	1311	2092	2097
13066	1311	2091	1933
13067	1311	2091	2056
13068	1311	2091	1815
13069	1312	2091	2249
13070	1312	2091	1915
13071	1312	2091	2699
13072	1312	2091	2077
13073	1312	2091	1422
13074	1311	2092	2420
13075	1311	2092	1558
13076	1312	2092	2263
13077	1312	2092	1794
13078	1313	2093	2269
13079	1313	2092	1985
13080	1313	2092	1793
13081	1313	2091	2290
13082	1314	2092	1613
13083	1314	2093	2275
13084	1314	2094	2013
13085	1314	2095	2300
13086	1315	2095	2075
13087	1315	2094	1777
13088	1315	2094	1894
13089	1315	2093	1885
13090	1315	2092	2448
13091	1314	2091	1526
13092	1314	2091	2381
13093	1314	2090	2166
13094	1313	2090	2201
13095	1314	2091	1752
13096	1313	2091	1650
13097	1313	2092	2110
13098	1313	2092	1848
13099	1313	2092	2928
13100	1314	2093	1713
13101	1314	2093	2132
13102	1314	2093	1423
13103	1313	2093	2060
13104	1313	2093	2019
13105	1313	2093	2414
13106	1314	2093	1587
13107	1314	2094	2596
13108	1313	2093	1205
13109	1313	2093	2041
13110	1314	2094	1711
13111	1314	2094	2269
13112	1313	2094	2014
13113	1313	2093	2174
13114	1314	2093	2588
13115	1314	2093	1676
13116	1314	2093	2461
13117	1313	2093	1712
13118	1312	2092	2631
13119	1312	2092	1724
13120	1312	2091	1918
13121	1312	2090	1776
13122	1312	2090	1720
13123	1312	2091	2417
13124	1312	2090	1157
13125	1312	2090	2365
13126	1312	2090	1496
13127	1313	2090	2529
13128	1313	2091	2044
13129	1313	2092	2051
13130	1313	2093	1737
13131	1313	2093	2055
13132	1313	2094	2095
13133	1313	2094	2156
13134	1313	2094	1736
13135	1312	2094	2348
13136	1312	2093	2141
13137	1311	2094	1834
13138	1311	2093	2172
13139	1311	2093	1562
13140	1311	2092	2350
13141	1311	2092	1666
13142	1312	2093	1999
13143	1312	2093	1645
13144	1313	2094	2318
13145	1314	2093	1648
13146	1314	2094	2454
13147	1313	2095	2082
13148	1313	2096	2039
13149	1313	2096	2317
13150	1313	2096	2009
13151	1313	2096	2267
13152	1314	2096	2283
13153	1314	2096	1509
13154	1314	2095	2574
13155	1314	2095	1526
13156	1314	2094	2507
13157	1313	2094	1827
13158	1313	2094	1982
13159	1313	2093	1901
13160	1313	2093	1578
13161	1313	2093	2457
13162	1313	2093	1790
13163	1314	2093	2737
13164	1314	2093	1936
13165	1314	2092	2089
13166	1314	2093	1631
13167	1314	2092	1919
13168	1314	2092	1827
13169	1313	2092	2093
13170	1314	2092	2326
13171	1314	2092	2004
13172	1315	2092	2430
13173	1314	2092	1621
13174	1314	2092	2404
13175	1315	2093	1707
13176	1314	2092	1985
13177	1314	2091	2674
13178	1314	2091	1791
13179	1313	2091	2477
13180	1312	2091	1219
13181	1312	2090	2392
13182	1312	2090	1536
13183	1312	2090	2063
13184	1312	2091	2302
13185	1311	2092	2227
13186	1310	2092	2367
13187	1311	2090	1834
13188	1311	2090	2032
13189	1311	2091	1738
13190	1311	2091	2182
13191	1311	2092	2003
13192	1311	2091	2545
13193	1311	2091	1830
13194	1312	2092	2337
13195	1311	2093	1825
13196	1311	2093	1711
13197	1311	2093	2111
13198	1312	2093	1614
13199	1312	2092	2541
13200	1312	2093	2058
13201	1313	2093	2510
13202	1313	2093	1838
13203	1312	2092	1734
13204	1312	2092	1975
13205	1312	2091	1906
13206	1312	2091	2233
13207	1311	2091	2172
13208	1311	2091	2279
13209	1311	2091	1816
13210	1311	2090	1678
13211	1311	2090	1919
13212	1312	2090	1983
13213	1312	2090	2504
13214	1312	2090	2329
13215	1313	2090	2193
13216	1313	2091	1984
13217	1313	2091	1671
13218	1313	2092	2181
13219	1313	2092	2061
13220	1313	2091	2142
13221	1312	2092	2131
13222	1313	2091	1972
13223	1313	2091	2238
13224	1313	2091	1483
13225	1313	2089	2239
13226	1313	2089	1963
13227	1313	2090	2361
13228	1313	2090	2029
13229	1313	2090	2047
13230	1313	2091	2265
13231	1312	2090	2060
13232	1312	2090	2112
13233	1313	2092	2001
13234	1313	2092	2116
13235	1314	2092	1956
13236	1314	2093	2104
13237	1314	2092	1561
13238	1314	2092	2406
13239	1314	2094	1316
13240	1314	2093	2037
13241	1313	2093	2527
13242	1314	2093	2580
13243	1313	2093	2217
13244	1314	2093	1937
13245	1314	2093	1782
13246	1314	2093	1689
13247	1314	2092	2174
13248	1313	2092	2088
13249	1313	2092	1548
13250	1313	2092	2086
13251	1313	2091	2227
13252	1312	2091	1700
13253	1312	2091	2195
13254	1312	2091	1874
13255	1312	2090	3151
13256	1312	2090	2549
13257	1312	2090	2156
13258	1312	2090	1622
13259	1313	2090	1761
13260	1313	2090	2329
13261	1313	2090	1807
13262	1314	2090	2021
13263	1315	2090	1684
13264	1315	2091	2323
13265	1315	2092	1771
13266	1316	2092	2343
13267	1315	2092	1736
13268	1314	2092	1793
13269	1314	2093	1851
13270	1315	2092	3221
13271	1314	2092	1940
13272	1313	2092	1934
13273	1313	2092	1804
13274	1313	2092	2010
13275	1313	2092	2090
13276	1314	2092	1360
13277	1315	2092	2087
13278	1314	2093	1548
13279	1314	2093	2704
13280	1314	2093	1445
13281	1314	2092	2158
13282	1313	2093	1103
13283	1313	2093	2023
13284	1313	2093	2604
13285	1312	2093	2549
13286	1313	2093	1714
13287	1314	2093	1199
13288	1314	2093	2703
13289	1314	2094	1766
13290	1314	2093	2513
13291	1313	2094	1118
13292	1313	2093	2105
13293	1313	2094	2399
13294	1312	2094	2599
13295	1312	2093	1737
13296	1312	2093	2092
13297	1313	2093	1763
13298	1313	2093	2111
13299	1313	2092	2106
13300	1312	2092	2034
13301	1313	2092	1266
13302	1313	2091	2167
13303	1313	2092	2691
13304	1313	2091	2351
13305	1313	2091	1263
13306	1313	2092	1631
13307	1314	2091	2278
13308	1315	2091	2854
13309	1314	2092	1546
13310	1315	2092	1781
13311	1315	2092	2035
13312	1315	2092	1893
13313	1315	2092	1692
13314	1315	2092	2058
13315	1315	2092	2303
13316	1314	2091	2066
13317	1314	2091	2241
13318	1314	2091	1795
13319	1313	2091	2508
13320	1313	2091	1357
13321	1313	2091	2286
13322	1313	2091	1803
13323	1313	2092	2101
13324	1313	2091	1912
13325	1314	2091	1471
13326	1314	2092	2341
13327	1314	2092	2044
13328	1314	2092	1843
13329	1314	2092	1876
13330	1314	2092	2006
13331	1315	2093	2467
13332	1315	2094	1699
13333	1315	2095	1908
13334	1315	2094	2175
13335	1316	2094	1226
13336	1316	2094	2230
13337	1315	2094	1905
13338	1315	2094	2094
13339	1314	2094	2280
13340	1314	2093	1617
13341	1314	2092	2228
13342	1314	2092	2055
13343	1314	2092	2129
13344	1314	2092	2187
13345	1315	2092	2257
13346	1315	2092	2250
13347	1316	2092	1540
13348	1316	2092	2013
13349	1315	2093	2065
13350	1315	2094	1849
13351	1314	2095	2175
13352	1314	2095	1774
13353	1314	2095	2109
13354	1315	2095	2466
13355	1314	2094	1912
