Liczba sygnalów: 3
Program tworzacy: JazzRecorder 2.5
Plik zródlowy: C:/Documents and Settings/admin/Desktop/kalib2_wojtek.jazz
Data tworzenia: 9/04/2019
Czas tworzenia: 09:16:29.817
Informacje o danych: 
Numer sygnalu 1	eye movement - horizontal	1000	1000	signed int	2	NoCalib
Numer sygnalu 2	eye movement - vertical	1000	1000	signed int	2	NoCalib
Numer sygnalu 3	microphone	1000	8000	unsigned int	16	NoCalib
no	Eye_X	Eye_Y	Mic
3657	1008	2320	2286
3658	1007	2321	2005
3659	1007	2321	2003
3660	1007	2321	2110
3661	1006	2320	1852
3662	1006	2321	2090
3663	1006	2321	1856
3664	1007	2321	2348
3665	1007	2320	1978
3666	1008	2320	2039
3667	1008	2320	2048
3668	1008	2320	1810
3669	1009	2322	1870
3670	1010	2320	1886
3671	1010	2320	2532
3672	1010	2320	1999
3673	1010	2321	2252
3674	1009	2321	1826
3675	1008	2321	2036
3676	1009	2322	1825
3677	1009	2321	2006
3678	1008	2321	2478
3679	1009	2321	1978
3680	1009	2321	2210
3681	1008	2321	1933
3682	1008	2320	2109
3683	1008	2320	1614
3684	1008	2319	2265
3685	1008	2318	2442
3686	1007	2319	2305
3687	1007	2319	2090
3688	1007	2320	1752
3689	1007	2321	2280
3690	1007	2321	1375
3691	1008	2321	2156
3692	1007	2320	2507
3693	1007	2322	2052
3694	1007	2322	2388
3695	1007	2322	1800
3696	1007	2321	2342
3697	1006	2320	1674
3698	1006	2321	2116
3699	1006	2321	2392
3700	1006	2322	1801
3701	1006	2321	2562
3702	1006	2321	1762
3703	1006	2321	1936
3704	1007	2321	1924
3705	1007	2322	1932
3706	1007	2321	2573
3707	1006	2321	1712
3708	1008	2320	2386
3709	1008	2321	1697
3710	1009	2320	2147
3711	1009	2321	1684
3712	1010	2322	1797
3713	1009	2321	2511
3714	1009	2321	2130
3715	1010	2322	2068
3716	1010	2322	2145
3717	1009	2322	1745
3718	1009	2323	2323
3719	1009	2322	1360
3720	1009	2321	2279
3721	1009	2321	1942
3722	1010	2320	2062
3723	1009	2321	2083
3724	1009	2321	1842
3725	1010	2320	2026
3726	1010	2319	1692
3727	1009	2320	2264
3728	1009	2320	2060
3729	1009	2320	1849
3730	1008	2321	2002
3731	1008	2320	1916
3732	1009	2320	2420
3733	1008	2321	1672
3734	1008	2322	1946
3735	1008	2322	2044
3736	1008	2321	2224
3737	1008	2322	1835
3738	1008	2322	2268
3739	1008	2322	1901
3740	1008	2321	1874
3741	1008	2320	2180
3742	1008	2319	2012
3743	1008	2319	2110
3744	1008	2320	2033
3745	1008	2320	2302
3746	1008	2319	1946
3747	1007	2319	1737
3748	1006	2319	2038
3749	1006	2320	1810
3750	1006	2320	2363
3751	1006	2319	1955
3752	1005	2319	2211
3753	1005	2319	1702
3754	1005	2319	1839
3755	1005	2320	2311
3756	1005	2320	1756
3757	1005	2320	2307
3758	1006	2320	2055
3759	1005	2320	2195
3760	1006	2320	2082
3761	1006	2320	1686
3762	1006	2319	2054
3763	1006	2319	1815
3764	1006	2318	2338
3765	1005	2317	2147
3766	1005	2317	1883
3767	1005	2318	2141
3768	1005	2317	1910
3769	1005	2317	2311
3770	1004	2317	1608
3771	1004	2317	1924
3772	1005	2318	1971
3773	1006	2318	2246
3774	1006	2318	2105
3775	1006	2318	1800
3776	1006	2318	2035
3777	1007	2318	2017
3778	1008	2319	2077
3779	1008	2319	2040
3780	1008	2319	1790
3781	1008	2319	2122
3782	1008	2319	2247
3783	1008	2319	1796
3784	1008	2319	2048
3785	1007	2319	1944
3786	1007	2319	1956
3787	1007	2320	2261
3788	1007	2318	1714
3789	1007	2318	2249
3790	1007	2318	1737
3791	1007	2318	2361
3792	1006	2319	1932
3793	1007	2318	1814
3794	1006	2318	2195
3795	1006	2318	1783
3796	1006	2319	2465
3797	1006	2320	1639
3798	1006	2319	2324
3799	1006	2319	1758
3800	1006	2317	2085
3801	1007	2317	1930
3802	1007	2318	2023
3803	1007	2318	2274
3804	1008	2318	1725
3805	1008	2317	2472
3806	1008	2317	1585
3807	1008	2317	2143
3808	1009	2318	1937
3809	1008	2319	2208
3810	1008	2318	2074
3811	1009	2316	1897
3812	1008	2316	2284
3813	1008	2318	1784
3814	1008	2319	2127
3815	1008	2319	1835
3816	1008	2319	2129
3817	1008	2319	2167
3818	1008	2320	1891
3819	1008	2320	2111
3820	1009	2320	1893
3821	1010	2319	2129
3822	1009	2319	1995
3823	1010	2318	1995
3824	1009	2318	2014
3825	1009	2318	2079
3826	1009	2318	2156
3827	1010	2318	1900
3828	1009	2318	2093
3829	1008	2318	1971
3830	1009	2318	1965
3831	1008	2319	2082
3832	1008	2319	2080
3833	1008	2320	2111
3834	1007	2319	2130
3835	1007	2320	2046
3836	1007	2319	1975
3837	1007	2320	2140
3838	1007	2320	1844
3839	1008	2319	1987
3840	1008	2320	2221
3841	1009	2320	2044
3842	1008	2320	2043
3843	1007	2321	1937
3844	1008	2320	2073
3845	1009	2320	2061
3846	1008	2319	1933
3847	1007	2319	2315
3848	1007	2317	1894
3849	1006	2317	2149
3850	1006	2317	1872
3851	1006	2317	2044
3852	1006	2319	1969
3853	1006	2318	1825
3854	1006	2318	2301
3855	1006	2318	1908
3856	1006	2319	2108
3857	1006	2319	1918
3858	1007	2319	1934
3859	1007	2319	2098
3860	1006	2318	1761
3861	1006	2319	2343
3862	1007	2320	1880
3863	1007	2320	2054
3864	1007	2320	2028
3865	1008	2321	2113
3866	1007	2320	1952
3867	1008	2321	1899
3868	1009	2321	2141
3869	1010	2321	1941
3870	1010	2321	2029
3871	1009	2321	1821
3872	1009	2320	2213
3873	1009	2320	1892
3874	1009	2320	2039
3875	1009	2320	2020
3876	1008	2320	2008
3877	1007	2321	2120
3878	1006	2320	1879
3879	1007	2320	2215
3880	1007	2320	1816
3881	1007	2320	1812
3882	1007	2321	2058
3883	1007	2320	1909
3884	1007	2320	2343
3885	1007	2320	1830
3886	1007	2320	2322
3887	1006	2319	2032
3888	1006	2320	2042
3889	1006	2320	2129
3890	1007	2321	1884
3891	1006	2321	2086
3892	1008	2321	1958
3893	1008	2322	2137
3894	1009	2322	1985
3895	1009	2321	1872
3896	1009	2321	2053
3897	1010	2320	2178
3898	1009	2320	2081
3899	1010	2320	1847
3900	1009	2320	2201
3901	1009	2320	1930
3902	1009	2321	2051
3903	1008	2321	1985
3904	1009	2321	2003
3905	1009	2321	2131
3906	1008	2321	2069
3907	1009	2321	2044
3908	1009	2320	1959
3909	1009	2320	1929
3910	1009	2320	2011
3911	1009	2319	2192
3912	1009	2320	2006
3913	1008	2320	2030
3914	1008	2321	2176
3915	1008	2320	2251
3916	1008	2320	1925
3917	1007	2320	1947
3918	1008	2319	2094
3919	1007	2320	2069
3920	1007	2320	2174
3921	1007	2320	1885
3922	1007	2320	2166
3923	1007	2320	1882
3924	1006	2320	2078
3925	1006	2321	1945
3926	1006	2321	2233
3927	1006	2321	2068
3928	1006	2320	2026
3929	1006	2320	2335
3930	1006	2320	1751
3931	1005	2321	1972
3932	1005	2321	2093
3933	1006	2322	1973
3934	1005	2322	2147
3935	1006	2322	1989
3936	1006	2323	2094
3937	1007	2323	1894
3938	1009	2324	2098
3939	1010	2324	1887
3940	1011	2324	1945
3941	1012	2324	2015
3942	1013	2324	2159
3943	1013	2324	2096
3944	1014	2325	1766
3945	1014	2326	2084
3946	1015	2326	2040
3947	1016	2326	2411
3948	1017	2327	1939
3949	1017	2328	1834
3950	1018	2328	2181
3951	1019	2329	1997
3952	1020	2329	2256
3953	1021	2329	1751
3954	1021	2330	2049
3955	1022	2330	1986
3956	1023	2329	2171
3957	1025	2328	2096
3958	1027	2328	1903
3959	1029	2328	2149
3960	1031	2328	1852
3961	1033	2328	2113
3962	1035	2327	2115
3963	1036	2328	1618
3964	1038	2329	2395
3965	1038	2329	2078
3966	1038	2329	2073
3967	1039	2329	2261
3968	1040	2329	1804
3969	1040	2328	2253
3970	1040	2328	1976
3971	1041	2327	2166
3972	1041	2326	1722
3973	1042	2326	1802
3974	1044	2325	2036
3975	1045	2324	1949
3976	1046	2324	1864
3977	1047	2324	2336
3978	1048	2324	1891
3979	1049	2324	1898
3980	1051	2324	2285
3981	1052	2324	1937
3982	1051	2323	2139
3983	1052	2323	2103
3984	1052	2322	2163
3985	1052	2321	2051
3986	1052	2320	2451
3987	1051	2319	1814
3988	1051	2317	2010
3989	1051	2316	1638
3990	1051	2316	2224
3991	1051	2315	1771
3992	1052	2314	2369
3993	1053	2313	1641
3994	1053	2312	2192
3995	1054	2311	2132
3996	1054	2310	2024
3997	1056	2309	2608
3998	1056	2308	1822
3999	1056	2308	1931
4000	1056	2308	2609
4001	1057	2308	1748
4002	1057	2307	1905
4003	1057	2308	1992
4004	1058	2309	1961
4005	1057	2309	2600
4006	1057	2309	2140
4007	1057	2310	2007
4008	1056	2309	2265
4009	1056	2310	1746
4010	1056	2311	1981
4011	1056	2311	2467
4012	1055	2312	1658
4013	1055	2314	2376
4014	1055	2314	2319
4015	1055	2316	1748
4016	1055	2319	2538
4017	1055	2321	1964
4018	1053	2324	1768
4019	1052	2326	2636
4020	1051	2328	1749
4021	1050	2331	2128
4022	1049	2333	1941
4023	1047	2335	1761
4024	1045	2338	2595
4025	1043	2339	1799
4026	1042	2342	1894
4027	1040	2343	2475
4028	1039	2346	1585
4029	1037	2348	2109
4030	1036	2350	1889
4031	1035	2352	1908
4032	1033	2355	2307
4033	1032	2357	2228
4034	1032	2359	2052
4035	1031	2362	2406
4036	1029	2364	2069
4037	1028	2367	2321
4038	1027	2369	1795
4039	1026	2370	2078
4040	1025	2372	1681
4041	1024	2374	2071
4042	1023	2375	1900
4043	1022	2377	1873
4044	1022	2378	2552
4045	1022	2377	1927
4046	1021	2379	2411
4047	1021	2380	2413
4048	1021	2381	1240
4049	1020	2381	2326
4050	1020	2381	1568
4051	1020	2381	2142
4052	1020	2382	2443
4053	1019	2382	2072
4054	1019	2383	2451
4055	1020	2383	2329
4056	1019	2383	1551
4057	1019	2384	2227
4058	1017	2385	1060
4059	1017	2385	2460
4060	1017	2386	1860
4061	1017	2386	2189
4062	1016	2386	2514
4063	1016	2386	1730
4064	1016	2386	2633
4065	1016	2385	1761
4066	1016	2385	1837
4067	1016	2386	1903
4068	1014	2386	1297
4069	1013	2385	2530
4070	1014	2385	1653
4071	1013	2386	2786
4072	1013	2386	2333
4073	1013	2386	1326
4074	1012	2387	1832
4075	1011	2386	1419
4076	1011	2386	1640
4077	1012	2385	1899
4078	1011	2385	1627
4079	1010	2385	3112
4080	1009	2384	1988
4081	1009	2385	2078
4082	1009	2384	1463
4083	1009	2384	1812
4084	1010	2385	1887
4085	1009	2385	1773
4086	1008	2385	1931
4087	1008	2385	2833
4088	1009	2384	2121
4089	1008	2383	2007
4090	1008	2383	1457
4091	1008	2384	1856
4092	1007	2382	1645
4093	1008	2382	1806
4094	1007	2381	2160
4095	1007	2380	2656
4096	1007	2380	2150
4097	1007	2380	1905
4098	1007	2380	1553
4099	1008	2378	1835
4100	1008	2378	2164
4101	1007	2378	1597
4102	1007	2377	2637
4103	1007	2377	2434
4104	1007	2377	2180
4105	1007	2377	2015
4106	1006	2377	1996
4107	1005	2377	1803
4108	1006	2377	1822
4109	1006	2377	1329
4110	1007	2377	2581
4111	1007	2376	2032
4112	1008	2376	2240
4113	1008	2375	1245
4114	1008	2374	2427
4115	1008	2374	1966
4116	1008	2374	1915
4117	1007	2374	1771
4118	1007	2374	2161
4119	1006	2373	1983
4120	1004	2373	2408
4121	1004	2373	1627
4122	1004	2373	2111
4123	1004	2373	1672
4124	1003	2373	1891
4125	1003	2372	2403
4126	1003	2370	2114
4127	1004	2371	2160
4128	1004	2371	1727
4129	1004	2371	2310
4130	1003	2371	1621
4131	1003	2371	2306
4132	1003	2370	1911
4133	1004	2371	2109
4134	1004	2371	1676
4135	1003	2371	2512
4136	1004	2370	2145
4137	1003	2370	2252
4138	1003	2369	1807
4139	1003	2368	2236
4140	1004	2368	2085
4141	1004	2368	2113
4142	1004	2368	2663
4143	1004	2369	1075
4144	1004	2369	2805
4145	1005	2369	1978
4146	1004	2369	2287
4147	1004	2368	1100
4148	1004	2367	2233
4149	1003	2366	1728
4150	1002	2366	1992
4151	1002	2365	2582
4152	1003	2365	2305
4153	1003	2365	2157
4154	1003	2365	1891
4155	1004	2365	2107
4156	1003	2365	1925
4157	1003	2365	1185
4158	1003	2365	2489
4159	1003	2364	1679
4160	1002	2364	2736
4161	1002	2363	1607
4162	1002	2362	2033
4163	1002	2361	1685
4164	1002	2361	1884
4165	1001	2361	1912
4166	1001	2362	1768
4167	1001	2361	2960
4168	1001	2361	2036
4169	1001	2363	1781
4170	1002	2363	2134
4171	1001	2363	1043
4172	1001	2362	2049
4173	1002	2363	1923
4174	1002	2362	1971
4175	1002	2363	2314
4176	1002	2362	1792
4177	1003	2361	2235
4178	1003	2361	1699
4179	1003	2360	1381
4180	1003	2360	2064
4181	1003	2359	2045
4182	1002	2359	2577
4183	1003	2359	1632
4184	1003	2359	2323
4185	1002	2359	1750
4186	1001	2358	2216
4187	1001	2359	2116
4188	1001	2359	2226
4189	1001	2360	2626
4190	1002	2360	1830
4191	1002	2360	1990
4192	1002	2359	2179
4193	1002	2359	1805
4194	1002	2358	1996
4195	1002	2357	1837
4196	1002	2358	1589
4197	1002	2356	1715
4198	1001	2356	2080
4199	1001	2357	1468
4200	1001	2357	2528
4201	1001	2357	2424
4202	1002	2358	2239
4203	1002	2358	2017
4204	1002	2357	2208
4205	1002	2357	1598
4206	1002	2356	2344
4207	1003	2355	1802
4208	1002	2356	2291
4209	1003	2356	1948
4210	1003	2355	2081
4211	1002	2355	2546
4212	1001	2355	1522
4213	1001	2355	2144
4214	1002	2355	1340
4215	1001	2355	2189
4216	1001	2355	1756
4217	1001	2353	2586
4218	1001	2353	2049
4219	1001	2353	2221
4220	1002	2353	2444
4221	1003	2352	1779
4222	1003	2352	2583
4223	1003	2351	1329
4224	1003	2352	2261
4225	1002	2352	1713
4226	1002	2352	2371
4227	1001	2352	1814
4228	1001	2351	2400
4229	999	2351	2046
4230	999	2350	2310
4231	999	2351	2302
4232	998	2350	2084
4233	999	2349	2415
4234	999	2349	1772
4235	1000	2349	2021
4236	1000	2349	1861
4237	1000	2348	2346
4238	1000	2348	1913
4239	1000	2348	1979
4240	1000	2347	2452
4241	999	2347	2505
4242	998	2346	1739
4243	998	2346	1833
4244	998	2346	2492
4245	998	2346	1850
4246	998	2346	2697
4247	997	2345	1480
4248	997	2345	2413
4249	997	2345	1739
4250	998	2345	1971
4251	998	2345	1985
4252	998	2346	1862
4253	998	2345	2068
4254	998	2344	1963
4255	998	2345	2232
4256	998	2344	2064
4257	998	2344	1970
4258	997	2344	2168
4259	996	2343	1742
4260	995	2342	2031
4261	995	2342	1785
4262	994	2343	1836
4263	995	2342	1988
4264	994	2341	2042
4265	995	2341	2314
4266	996	2341	1463
4267	997	2340	2386
4268	998	2340	2259
4269	998	2340	1957
4270	999	2340	1960
4271	999	2341	2186
4272	999	2342	2018
4273	998	2342	1419
4274	998	2342	2481
4275	998	2342	1704
4276	997	2342	2004
4277	997	2342	2509
4278	997	2342	2370
4279	996	2341	1666
4280	997	2339	2400
4281	997	2339	1910
4282	997	2340	1889
4283	997	2340	1857
4284	997	2339	1836
4285	997	2339	2426
4286	997	2339	2067
4287	997	2340	1956
4288	997	2340	1686
4289	997	2340	2375
4290	998	2341	2254
4291	998	2340	2337
4292	999	2340	2132
4293	999	2340	2040
4294	1000	2340	2178
4295	1001	2339	1814
4296	1001	2339	1827
4297	1001	2339	1597
4298	1000	2338	2263
4299	1000	2338	1331
4300	999	2337	2321
4301	999	2336	2086
4302	999	2337	2465
4303	999	2337	1894
4304	999	2336	2049
4305	999	2337	2450
4306	1000	2338	1791
4307	1000	2339	2449
4308	1000	2339	1992
4309	1001	2339	2466
4310	1000	2339	1897
4311	1000	2339	2405
4312	1000	2339	2022
4313	1000	2338	1874
4314	999	2337	1963
4315	999	2336	1621
4316	1000	2336	2074
4317	1000	2335	1913
4318	1001	2335	2028
4319	1001	2335	2077
4320	1002	2335	2252
4321	1002	2335	1806
4322	1003	2335	2210
4323	1003	2336	1906
4324	1003	2335	2079
4325	1003	2336	1941
4326	1002	2336	1987
4327	1002	2336	2183
4328	1001	2336	1739
4329	1001	2336	2323
4330	1001	2336	2010
4331	1002	2335	1211
4332	1003	2335	2514
4333	1003	2335	2018
4334	1003	2335	1507
4335	1003	2334	2378
4336	1003	2334	1799
4337	1003	2334	1785
4338	1003	2335	2600
4339	1003	2334	1471
4340	1003	2334	2146
4341	1003	2335	1923
4342	1003	2335	1827
4343	1004	2334	2116
4344	1004	2334	2315
4345	1005	2335	2353
4346	1005	2335	2522
4347	1006	2334	1783
4348	1005	2335	1887
4349	1006	2334	2406
4350	1006	2334	1541
4351	1005	2336	2065
4352	1006	2335	1904
4353	1006	2335	1886
4354	1006	2336	2111
4355	1004	2335	1534
4356	1005	2335	2574
4357	1004	2336	2028
4358	1005	2335	1920
4359	1005	2335	1856
4360	1005	2335	2228
4361	1005	2335	1625
4362	1005	2334	2229
4363	1005	2335	1865
4364	1005	2335	1980
4365	1005	2335	2497
4366	1004	2335	1594
4367	1004	2336	2246
4368	1003	2335	1948
4369	1003	2335	2158
4370	1003	2335	2120
4371	1003	2334	1881
4372	1003	2334	2377
4373	1003	2334	1986
4374	1003	2334	1776
4375	1004	2333	2053
4376	1004	2333	2180
4377	1004	2334	2020
4378	1004	2333	2056
4379	1005	2333	2066
4380	1004	2333	1869
4381	1004	2332	2494
4382	1004	2332	1672
4383	1004	2332	1838
4384	1004	2331	1859
4385	1003	2331	1772
4386	1003	2331	2313
4387	1004	2332	1761
4388	1004	2332	2210
4389	1004	2332	2167
4390	1004	2332	1930
4391	1004	2331	2098
4392	1004	2331	1841
4393	1004	2331	1769
4394	1004	2331	2243
4395	1004	2331	1966
4396	1003	2331	2101
4397	1004	2331	2347
4398	1004	2331	1850
4399	1004	2332	2165
4400	1004	2332	1917
4401	1004	2331	1827
4402	1003	2333	2303
4403	1004	2332	1846
4404	1003	2333	1965
4405	1003	2333	2382
4406	1002	2333	2015
4407	1002	2333	2157
4408	1003	2333	2220
4409	1003	2334	1816
4410	1004	2332	2231
4411	1003	2333	1997
4412	1004	2333	1913
4413	1004	2333	2212
4414	1004	2333	2050
4415	1005	2333	2061
4416	1005	2333	2336
4417	1006	2333	1864
4418	1005	2333	1870
4419	1005	2333	2379
4420	1005	2333	1389
4421	1005	2333	2263
4422	1005	2333	2152
4423	1004	2333	1716
4424	1004	2333	2428
4425	1004	2333	1964
4426	1004	2334	2138
4427	1004	2334	2118
4428	1004	2334	1729
4429	1004	2335	2262
4430	1005	2335	1945
4431	1005	2335	1724
4432	1004	2335	2261
4433	1005	2335	1876
4434	1005	2334	1973
4435	1005	2333	2145
4436	1005	2333	1910
4437	1005	2333	2144
4438	1005	2333	2209
4439	1005	2333	1705
4440	1006	2333	2246
4441	1006	2333	1935
4442	1005	2332	1921
4443	1005	2333	2192
4444	1006	2333	1850
4445	1006	2333	1815
4446	1007	2332	2460
4447	1007	2331	1514
4448	1007	2331	2177
4449	1007	2332	1927
4450	1007	2332	1811
4451	1007	2332	1941
4452	1008	2332	2211
4453	1008	2332	1825
4454	1007	2333	2290
4455	1008	2333	1985
4456	1009	2333	2221
4457	1009	2333	2203
4458	1010	2333	1848
4459	1010	2334	2079
4460	1010	2334	2112
4461	1009	2334	1944
4462	1010	2334	2190
4463	1009	2334	1902
4464	1010	2335	1771
4465	1009	2335	2190
4466	1009	2336	2040
4467	1009	2335	1894
4468	1009	2335	2069
4469	1009	2334	2020
4470	1008	2334	2095
4471	1008	2334	1878
4472	1008	2333	2277
4473	1008	2332	2016
4474	1007	2332	2008
4475	1007	2331	2172
4476	1007	2330	2038
4477	1006	2331	1940
4478	1007	2331	2115
4479	1007	2330	1973
4480	1006	2329	1909
4481	1007	2330	1845
4482	1008	2330	2268
4483	1007	2331	1931
4484	1008	2332	1860
4485	1009	2332	2257
4486	1008	2331	1980
4487	1009	2332	1872
4488	1009	2332	2017
4489	1009	2332	2022
4490	1009	2332	2088
4491	1009	2332	1994
4492	1008	2332	2216
4493	1008	2332	2032
4494	1008	2333	2028
4495	1008	2333	2222
4496	1007	2332	2100
4497	1007	2331	1981
4498	1007	2331	2208
4499	1007	2330	1962
4500	1006	2331	1838
4501	1006	2331	2144
4502	1006	2330	2108
4503	1006	2330	1703
4504	1006	2330	2035
4505	1005	2331	2235
4506	1005	2332	1896
4507	1005	2331	2007
4508	1006	2330	2071
4509	1007	2330	2086
4510	1007	2330	1857
4511	1007	2330	2193
4512	1007	2330	2091
4513	1008	2330	1804
4514	1008	2330	2014
4515	1008	2330	2163
4516	1008	2329	2133
4517	1007	2329	1970
4518	1007	2330	1796
4519	1007	2330	2194
4520	1008	2330	1881
4521	1007	2329	1887
4522	1006	2329	2257
4523	1007	2329	1832
4524	1008	2330	2282
4525	1007	2329	2206
4526	1007	2328	2082
4527	1007	2328	1934
4528	1006	2327	2005
4529	1006	2328	2104
4530	1007	2329	1849
4531	1007	2330	1960
4532	1007	2330	1992
4533	1007	2330	2190
4534	1007	2331	1835
4535	1008	2331	2125
4536	1008	2331	2168
4537	1009	2330	1819
4538	1009	2330	2245
4539	1008	2330	1936
4540	1008	2331	2176
4541	1009	2331	2025
4542	1009	2331	1908
4543	1009	2331	1973
4544	1010	2332	2063
4545	1009	2332	2062
4546	1010	2333	2006
4547	1009	2332	2211
4548	1009	2332	1703
4549	1009	2332	2200
4550	1009	2331	1861
4551	1009	2332	2149
4552	1008	2332	2258
4553	1008	2331	1924
4554	1009	2330	2171
4555	1010	2330	1606
4556	1010	2329	1859
4557	1010	2329	2088
4558	1010	2330	2393
4559	1010	2330	2094
4560	1011	2330	2174
4561	1012	2330	1511
4562	1011	2330	1896
4563	1010	2330	2024
4564	1010	2330	1955
4565	1010	2330	2111
4566	1010	2330	2035
4567	1010	2330	2423
4568	1009	2330	2279
4569	1009	2330	1891
4570	1009	2331	1939
4571	1009	2330	1864
4572	1009	2330	2004
4573	1009	2330	1760
4574	1009	2330	2159
4575	1009	2329	1823
4576	1009	2329	2495
4577	1009	2330	2107
4578	1008	2329	2263
4579	1008	2329	2046
4580	1008	2329	1940
4581	1008	2328	2072
4582	1009	2327	2060
4583	1009	2328	1956
4584	1009	2328	1849
4585	1009	2327	2801
4586	1009	2327	1587
4587	1009	2327	1571
4588	1009	2328	1840
4589	1008	2329	2489
4590	1008	2329	2158
4591	1007	2329	1493
4592	1006	2329	1985
4593	1006	2329	2553
4594	1006	2330	2243
4595	1007	2330	1647
4596	1007	2329	2714
4597	1008	2328	972
4598	1008	2329	2854
4599	1008	2330	1503
4600	1008	2329	1824
4601	1008	2329	1536
4602	1008	2329	3375
4603	1008	2329	937
4604	1007	2329	2231
4605	1007	2329	1580
4606	1008	2328	3107
4607	1007	2328	1056
4608	1007	2327	2523
4609	1007	2327	1035
4610	1008	2328	3342
4611	1008	2328	812
4612	1008	2328	3194
4613	1008	2329	162
4614	1007	2329	3435
4615	1007	2328	762
4616	1007	2328	3136
4617	1006	2328	121
4618	1006	2328	3889
4619	1006	2328	67
4620	1005	2328	3860
4621	1006	2327	36
4622	1006	2327	4068
4623	1005	2328	383
4624	1005	2329	2679
4625	1006	2329	430
4626	1006	2329	4034
4627	1006	2329	25
4628	1007	2329	3998
4629	1006	2329	27
4630	1006	2329	3810
4631	1006	2330	99
4632	1006	2329	2632
4633	1006	2329	133
4634	1006	2328	4095
4635	1006	2327	605
4636	1005	2327	3100
4637	1005	2326	23
4638	1006	2326	3476
4639	1006	2326	706
4640	1006	2327	2626
4641	1006	2326	98
4642	1006	2327	3731
4643	1006	2327	751
4644	1007	2327	3888
4645	1007	2327	298
4646	1008	2328	2696
4647	1008	2328	942
4648	1008	2328	2650
4649	1008	2327	1098
4650	1008	2328	2326
4651	1009	2328	1720
4652	1008	2329	2610
4653	1007	2329	1583
4654	1007	2329	2443
4655	1006	2329	1216
4656	1007	2329	2459
4657	1007	2330	1549
4658	1007	2329	2139
4659	1006	2328	2072
4660	1007	2328	1371
4661	1007	2328	1870
4662	1007	2328	2571
4663	1007	2327	2179
4664	1007	2326	1953
4665	1007	2327	1834
4666	1007	2327	1954
4667	1007	2328	2722
4668	1007	2328	1606
4669	1007	2328	1666
4670	1007	2328	1898
4671	1006	2328	2180
4672	1006	2328	2244
4673	1006	2328	1999
4674	1006	2328	1902
4675	1006	2328	2168
4676	1006	2327	2010
4677	1006	2327	2510
4678	1006	2326	1802
4679	1007	2326	2345
4680	1007	2325	2146
4681	1007	2326	2095
4682	1007	2325	1791
4683	1007	2326	1732
4684	1007	2326	2292
4685	1007	2326	2492
4686	1006	2326	1663
4687	1007	2326	2105
4688	1008	2327	1712
4689	1006	2327	2553
4690	1007	2326	1447
4691	1006	2326	2386
4692	1007	2326	1564
4693	1007	2326	2852
4694	1007	2326	1518
4695	1006	2326	2224
4696	1006	2326	1832
4697	1007	2326	2183
4698	1007	2326	1745
4699	1008	2326	2202
4700	1008	2327	1242
4701	1008	2327	2640
4702	1007	2328	1637
4703	1007	2328	2265
4704	1007	2328	1400
4705	1006	2328	2358
4706	1006	2327	1684
4707	1006	2328	2392
4708	1006	2327	1455
4709	1005	2327	2614
4710	1006	2326	1957
4711	1007	2327	2703
4712	1007	2327	1642
4713	1008	2327	1931
4714	1007	2329	2367
4715	1007	2329	2087
4716	1007	2329	1282
4717	1007	2330	2853
4718	1007	2329	1284
4719	1006	2328	3108
4720	1007	2328	1387
4721	1006	2329	2388
4722	1006	2327	3124
4723	1005	2327	1426
4724	1006	2326	1699
4725	1006	2326	2545
4726	1006	2326	1304
4727	1006	2326	2996
4728	1007	2327	1585
4729	1007	2327	2545
4730	1007	2327	3137
4731	1007	2328	1140
4732	1007	2328	1858
4733	1007	2328	2433
4734	1006	2328	1464
4735	1006	2329	2785
4736	1006	2328	1647
4737	1006	2328	2155
4738	1005	2328	3292
4739	1006	2328	675
4740	1005	2328	2344
4741	1005	2328	2482
4742	1006	2328	1664
4743	1006	2328	2785
4744	1006	2328	1345
4745	1006	2328	2106
4746	1007	2328	2988
4747	1006	2328	756
4748	1007	2329	2476
4749	1007	2329	2309
4750	1007	2329	2099
4751	1007	2329	2677
4752	1007	2329	1340
4753	1007	2328	1366
4754	1008	2328	2912
4755	1008	2328	1248
4756	1008	2328	1827
4757	1008	2327	2609
4758	1008	2327	2526
4759	1008	2328	2025
4760	1008	2326	1208
4761	1009	2328	2116
4762	1008	2328	1917
4763	1008	2329	1929
4764	1008	2329	2433
4765	1008	2329	1579
4766	1009	2329	2356
4767	1009	2329	2464
4768	1008	2329	1818
4769	1008	2329	1928
4770	1009	2328	1953
4771	1009	2328	2611
4772	1008	2328	2249
4773	1009	2328	1855
4774	1009	2328	1903
4775	1008	2327	2139
4776	1009	2328	2217
4777	1009	2328	1929
4778	1008	2328	1863
4779	1008	2327	1941
4780	1008	2328	2424
4781	1008	2327	2050
4782	1008	2328	1948
4783	1007	2328	1973
4784	1008	2327	2175
4785	1008	2327	2182
4786	1008	2327	1803
4787	1007	2327	2050
4788	1007	2327	2005
4789	1007	2327	2329
4790	1007	2326	1757
4791	1006	2326	2041
4792	1006	2325	1679
4793	1007	2326	2369
4794	1006	2326	1956
4795	1006	2326	1901
4796	1006	2326	1878
4797	1006	2326	2435
4798	1007	2326	1869
4799	1007	2326	1956
4800	1007	2327	1932
4801	1006	2326	1973
4802	1007	2326	2107
4803	1007	2326	1889
4804	1008	2326	2065
4805	1007	2326	2209
4806	1007	2326	1436
4807	1006	2327	2406
4808	1007	2326	1916
4809	1006	2326	1798
